open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base,taker_quote,ignore
2025-12-13 13:30:00+00:00,90230.0,90303.5,90194.34,90236.6,66.29068,2025-12-13 13:44:59.999000+00:00,5982341.8890005,20648,16.41208,1481170.4008405,0
2025-12-13 13:45:00+00:00,90236.61,90305.58,90221.64,90245.87,66.97142,2025-12-13 13:59:59.999000+00:00,6044638.408493,10791,12.27716,1108095.1444123,0
2025-12-13 14:00:00+00:00,90245.88,90331.74,90229.89,90288.43,140.91319,2025-12-13 14:14:59.999000+00:00,12718932.9548834,23914,25.66018,2316187.8314004,0
2025-12-13 14:15:00+00:00,90288.43,90288.43,89961.12,89961.12,269.31319,2025-12-13 14:29:59.999000+00:00,24272338.3039153,34033,50.79181,4577534.3689797,0
2025-12-13 14:30:00+00:00,89961.13,90311.86,89932.99,90168.77,148.12425,2025-12-13 14:44:59.999000+00:00,13346823.70968,34617,53.74491,4843757.2514072,0
2025-12-13 14:45:00+00:00,90168.78,90214.73,90079.7,90079.7,42.10643,2025-12-13 14:59:59.999000+00:00,3796339.5552663,17199,11.50994,1037673.9011352,0
2025-12-13 15:00:00+00:00,90079.71,90289.6,90059.67,90141.84,116.22633,2025-12-13 15:14:59.999000+00:00,10481951.0245743,28748,34.98913,3155217.4617013,0
2025-12-13 15:15:00+00:00,90141.85,90170.01,90095.15,90138.04,179.82571,2025-12-13 15:29:59.999000+00:00,16208607.6480347,20193,53.74636,4844270.8923576,0
2025-12-13 15:30:00+00:00,90138.05,90167.1,90098.0,90102.58,91.33523,2025-12-13 15:44:59.999000+00:00,8232286.7604482,11888,38.12663,3436378.9764499,0
2025-12-13 15:45:00+00:00,90102.58,90106.3,90031.38,90092.16,82.8706,2025-12-13 15:59:59.999000+00:00,7463370.8999865,14094,28.81254,2595159.7924674,0
2025-12-13 16:00:00+00:00,90092.17,90268.13,90084.96,90187.68,62.11423,2025-12-13 16:14:59.999000+00:00,5600640.8165115,26355,41.29312,3723210.9272319,0
2025-12-13 16:15:00+00:00,90187.68,90187.68,90063.83,90073.23,58.34459,2025-12-13 16:29:59.999000+00:00,5257383.8759836,13060,24.81713,2236231.9284871,0
2025-12-13 16:30:00+00:00,90073.23,90107.51,90025.65,90050.01,48.77875,2025-12-13 16:44:59.999000+00:00,4393151.5283799,14586,18.10314,1630362.661151,0
2025-12-13 16:45:00+00:00,90050.0,90145.27,90031.74,90087.28,57.02041,2025-12-13 16:59:59.999000+00:00,5137922.6453495,10648,24.91992,2245077.8122113,0
2025-12-13 17:00:00+00:00,90087.28,90087.28,89981.0,90071.33,69.04806,2025-12-13 17:14:59.999000+00:00,6216163.4631789,14150,33.49544,3015449.5714495,0
2025-12-13 17:15:00+00:00,90071.34,90102.08,89994.43,90009.12,47.75129,2025-12-13 17:29:59.999000+00:00,4299728.5854624,14212,23.58457,2123721.6319383,0
2025-12-13 17:30:00+00:00,90009.13,90095.68,89994.43,90095.67,41.41096,2025-12-13 17:44:59.999000+00:00,3728296.1401194,12677,23.50987,2116739.6913721,0
2025-12-13 17:45:00+00:00,90095.68,90095.68,90032.0,90052.61,34.86404,2025-12-13 17:59:59.999000+00:00,3140043.025623,9287,13.10765,1180501.9726701,0
2025-12-13 18:00:00+00:00,90052.61,90184.34,90047.4,90178.85,44.48003,2025-12-13 18:14:59.999000+00:00,4007706.6457017,9732,24.96587,2249483.2427786,0
