open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base,taker_quote,ignore
2025-12-13 14:00:00+00:00,90245.88,90331.74,89932.99,90079.7,600.45706,2025-12-13 14:59:59.999000+00:00,54134434.523745,109763,141.70684,12775153.3529225,0
2025-12-13 15:00:00+00:00,90079.71,90289.6,90031.38,90092.16,470.25787,2025-12-13 15:59:59.999000+00:00,42386216.3330437,74923,155.67466,14031027.1229762,0
2025-12-13 16:00:00+00:00,90092.17,90268.13,90025.65,90087.28,226.25798,2025-12-13 16:59:59.999000+00:00,20389098.8662245,64649,109.13331,9834883.3290813,0
2025-12-13 17:00:00+00:00,90087.28,90102.08,89981.0,90052.61,193.07435,2025-12-13 17:59:59.999000+00:00,17384231.2143837,50326,93.69753,8436412.86743,0
2025-12-13 18:00:00+00:00,90052.61,90184.34,90047.4,90119.89,145.63725,2025-12-13 18:59:59.999000+00:00,13126182.0804076,35984,56.77936,5117235.2914106,0
2025-12-13 19:00:00+00:00,90119.9,90224.8,90109.62,90178.16,110.2678,2025-12-13 19:59:59.999000+00:00,9943286.3219407,33082,36.38187,3280639.2141984,0
2025-12-13 20:00:00+00:00,90178.17,90209.56,90037.57,90088.31,107.22878,2025-12-13 20:59:59.999000+00:00,9665308.0253337,32252,46.51875,4192771.8325504,0
2025-12-13 21:00:00+00:00,90088.31,90184.59,89766.39,90175.97,284.30101,2025-12-13 21:59:59.999000+00:00,25577206.4073674,90674,100.31738,9027507.2108661,0
2025-12-13 22:00:00+00:00,90175.97,90250.0,89997.14,90140.1,154.46161,2025-12-13 22:59:59.999000+00:00,13923282.1908953,82555,92.70488,8356169.6701719,0
2025-12-13 23:00:00+00:00,90140.1,90280.76,90051.02,90240.01,141.31844,2025-12-13 23:59:59.999000+00:00,12747277.8058354,61834,78.86016,7113417.4179376,0
2025-12-14 00:00:00+00:00,90240.0,90472.4,90117.05,90340.0,291.19891,2025-12-14 00:59:59.999000+00:00,26298334.2120328,86646,161.68107,14602656.3782666,0
2025-12-14 01:00:00+00:00,90340.0,90442.0,90208.0,90293.29,137.11035,2025-12-14 01:59:59.999000+00:00,12384441.5259526,52822,53.41987,4824734.1429644,0
2025-12-14 02:00:00+00:00,90293.29,90384.0,90240.01,90290.17,156.14118,2025-12-14 02:59:59.999000+00:00,14101529.5892227,38163,52.2602,4719721.928249,0
2025-12-14 03:00:00+00:00,90290.18,90303.08,90245.6,90258.98,126.49087,2025-12-14 03:59:59.999000+00:00,11418780.4000605,21864,52.0989,4702936.4527495,0
