generated_at_utc,strategy_id,profile,symbol,interval,capital_usdt,start_time_utc,end_time_utc,trade_count,win_rate,profit_factor,max_drawdown,net_pnl,benchmark_net_pnl,excess_return,report_path_json,report_path_md
2026-02-28T09:14:34Z,btc_regime_router_v12_cost_robust,v12,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,203,0.33990148,1.08763873,3593.60721050,1801.59674737,5078.02059461,-3276.42384724,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20240101_20260228_20260228_091434.json,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20240101_20260228_20260228_091434.md
2026-02-28T09:31:31Z,btc_regime_router_v8_weekly,v8,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,56,0.51785714,2.18878193,516.12132720,1950.10561839,5078.02059461,-3127.91497622,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20240101_20260228_20260228_093131.json,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20240101_20260228_20260228_093131.md
2026-02-28T09:33:56Z,btc_regime_router_v9_range_active,v9,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,56,0.51785714,2.18878193,516.12132720,1950.10561839,5078.02059461,-3127.91497622,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20240101_20260228_20260228_093356.json,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20240101_20260228_20260228_093356.md
2026-02-28T09:35:39Z,btc_regime_router_v10_startpoint_only,v10,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,2,1.00000000,0.00000000,7845.65030356,11246.03625952,5078.02059461,6168.01566491,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20240101_20260228_20260228_093539.json,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20240101_20260228_20260228_093539.md
2026-02-28T09:35:46Z,btc_regime_router_v11_sprint,v11,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,308,0.36688312,1.13582574,6506.72561276,5058.27214068,5078.02059461,-19.74845393,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20240101_20260228_20260228_093546.json,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20240101_20260228_20260228_093546.md
2026-02-28T09:35:53Z,btc_regime_router_v12_cost_robust,v12,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,203,0.33990148,1.08763873,3593.60721050,1801.59674737,5078.02059461,-3276.42384724,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20240101_20260228_20260228_093553.json,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20240101_20260228_20260228_093553.md
2026-02-28T09:52:43Z,btc_regime_router_v8_weekly,v8,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,56,0.51785714,2.18878193,516.12132720,1950.10561839,5078.02059461,-3127.91497622,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20240101_20260228_20260228_095243.json,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20240101_20260228_20260228_095243.md
2026-02-28T09:55:07Z,btc_regime_router_v9_range_active,v9,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,56,0.51785714,2.18878193,516.12132720,1950.10561839,5078.02059461,-3127.91497622,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20240101_20260228_20260228_095507.json,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20240101_20260228_20260228_095507.md
2026-02-28T09:56:52Z,btc_regime_router_v10_startpoint_only,v10,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,2,1.00000000,0.00000000,7845.65030356,11246.03625952,5078.02059461,6168.01566491,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20240101_20260228_20260228_095652.json,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20240101_20260228_20260228_095652.md
2026-02-28T09:56:59Z,btc_regime_router_v11_sprint,v11,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,308,0.34090909,1.05666072,7952.47634809,2214.31812475,5078.02059461,-2863.70246986,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20240101_20260228_20260228_095659.json,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20240101_20260228_20260228_095659.md
2026-02-28T09:57:05Z,btc_regime_router_v12_cost_robust,v12,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,203,0.32019704,1.01420037,4924.46584478,306.11531689,5078.02059461,-4771.90527772,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20240101_20260228_20260228_095705.json,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20240101_20260228_20260228_095705.md
2026-02-28T11:59:52Z,btc_regime_router_v8_weekly,v8,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,56,0.51785714,2.18878193,516.12132720,1950.10561839,5122.72832183,-3172.62270344,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20240101_20260228_20260228_115952.json,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20240101_20260228_20260228_115952.md
2026-02-28T12:02:20Z,btc_regime_router_v9_range_active,v9,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,56,0.51785714,2.18878193,516.12132720,1950.10561839,5122.72832183,-3172.62270344,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20240101_20260228_20260228_120220.json,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20240101_20260228_20260228_120220.md
2026-02-28T12:04:07Z,btc_regime_router_v10_startpoint_only,v10,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,2,1.00000000,0.00000000,7845.65030356,11215.74241783,5122.72832183,6093.01409600,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20240101_20260228_20260228_120407.json,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20240101_20260228_20260228_120407.md
2026-02-28T12:04:14Z,btc_regime_router_v11_sprint,v11,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,308,0.36688312,1.13582574,6506.72561276,5058.27214068,5122.72832183,-64.45618115,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20240101_20260228_20260228_120414.json,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20240101_20260228_20260228_120414.md
2026-02-28T12:04:20Z,btc_regime_router_v12_cost_robust,v12,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,203,0.33990148,1.08763873,3593.60721050,1801.59674737,5122.72832183,-3321.13157446,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20240101_20260228_20260228_120420.json,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20240101_20260228_20260228_120420.md
2026-02-28T12:21:29Z,btc_regime_router_v8_weekly,v8,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,56,0.51785714,2.18878193,516.12132720,1950.10561839,5122.72832183,-3172.62270344,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20240101_20260228_20260228_122129.json,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20240101_20260228_20260228_122129.md
2026-02-28T12:23:52Z,btc_regime_router_v9_range_active,v9,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,56,0.51785714,2.18878193,516.12132720,1950.10561839,5122.72832183,-3172.62270344,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20240101_20260228_20260228_122352.json,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20240101_20260228_20260228_122352.md
2026-02-28T12:25:34Z,btc_regime_router_v10_startpoint_only,v10,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,2,1.00000000,0.00000000,7845.65030356,11215.74241783,5122.72832183,6093.01409600,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20240101_20260228_20260228_122534.json,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20240101_20260228_20260228_122534.md
2026-02-28T12:25:41Z,btc_regime_router_v11_sprint,v11,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,308,0.34090909,1.05666072,7952.47634809,2214.31812475,5122.72832183,-2908.41019708,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20240101_20260228_20260228_122541.json,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20240101_20260228_20260228_122541.md
2026-02-28T12:25:47Z,btc_regime_router_v12_cost_robust,v12,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,203,0.32019704,1.01420037,4924.46584478,306.11531689,5122.72832183,-4816.61300494,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20240101_20260228_20260228_122547.json,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20240101_20260228_20260228_122547.md
2026-02-28T12:26:14Z,btc_regime_router_v12_cost_robust,v12_a,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,203,0.33004926,1.04268148,4445.66295014,912.06777721,5122.72832183,-4210.66054463,strategies/spot_btc_conservative_v1/reports/replay_v12_a_10k_20240101_20260228_20260228_122614.json,strategies/spot_btc_conservative_v1/reports/replay_v12_a_10k_20240101_20260228_20260228_122614.md
2026-02-28T12:26:37Z,btc_regime_router_v12_cost_robust,v12_b,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,108,0.33333333,1.26637680,2941.08719286,2795.52828584,5122.72832183,-2327.20003599,strategies/spot_btc_conservative_v1/reports/replay_v12_b_10k_20240101_20260228_20260228_122637.json,strategies/spot_btc_conservative_v1/reports/replay_v12_b_10k_20240101_20260228_20260228_122637.md
2026-03-01T03:40:34Z,btc_regime_router_v12_cost_robust,v12,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,203,0.32019704,1.01420037,4924.46584478,306.11531689,5821.51777596,-5515.40245907,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20240101_20260228_20260301_034034.json,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20240101_20260228_20260301_034034.md
2026-03-01T03:41:37Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.08143079,6425.93557557,1560.84488035,5821.51777596,-4260.67289561,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034137.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034137.md
2026-03-01T03:42:07Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.08143079,6425.93557557,1560.84488035,5821.51777596,-4260.67289561,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034207.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034207.md
2026-03-01T03:42:38Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.08246636,6425.93557557,1580.69447503,5821.51777596,-4240.82330093,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034238.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034238.md
2026-03-01T03:43:09Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.08246636,6425.93557557,1580.69447503,5821.51777596,-4240.82330093,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034309.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034309.md
2026-03-01T03:43:38Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.08143079,6425.93557557,1560.84488035,5821.51777596,-4260.67289561,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034338.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034338.md
2026-03-01T03:44:09Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.08143079,6425.93557557,1560.84488035,5821.51777596,-4260.67289561,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034409.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034409.md
2026-03-01T03:44:39Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.08246636,6425.93557557,1580.69447503,5821.51777596,-4240.82330093,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034439.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034439.md
2026-03-01T03:45:09Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.08246636,6425.93557557,1580.69447503,5821.51777596,-4240.82330093,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034509.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034509.md
2026-03-01T03:45:40Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07636698,6753.29102079,1538.63791438,5821.51777596,-4282.87986158,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034540.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034540.md
2026-03-01T03:46:10Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07636698,6753.29102079,1538.63791438,5821.51777596,-4282.87986158,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034610.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034610.md
2026-03-01T03:46:40Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07735217,6753.29102079,1558.48750905,5821.51777596,-4263.03026690,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034640.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034640.md
2026-03-01T03:47:09Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07735217,6753.29102079,1558.48750905,5821.51777596,-4263.03026690,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034709.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034709.md
2026-03-01T03:47:39Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07636698,6753.29102079,1538.63791438,5821.51777596,-4282.87986158,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034739.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034739.md
2026-03-01T03:48:10Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07636698,6753.29102079,1538.63791438,5821.51777596,-4282.87986158,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034810.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034810.md
2026-03-01T03:48:40Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07735217,6753.29102079,1558.48750905,5821.51777596,-4263.03026690,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034840.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034840.md
2026-03-01T03:49:10Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07735217,6753.29102079,1558.48750905,5821.51777596,-4263.03026690,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034910.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034910.md
2026-03-01T03:49:40Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07177301,7080.64646600,1516.43094840,5821.51777596,-4305.08682756,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034940.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_034940.md
2026-03-01T03:50:10Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07177301,7080.64646600,1516.43094840,5821.51777596,-4305.08682756,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035010.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035010.md
2026-03-01T03:50:39Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07271250,7080.64646600,1536.28054308,5821.51777596,-4285.23723288,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035039.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035039.md
2026-03-01T03:51:09Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07271250,7080.64646600,1536.28054308,5821.51777596,-4285.23723288,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035109.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035109.md
2026-03-01T03:51:38Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07177301,7080.64646600,1516.43094840,5821.51777596,-4305.08682756,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035138.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035138.md
2026-03-01T03:52:09Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07177301,7080.64646600,1516.43094840,5821.51777596,-4305.08682756,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035209.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035209.md
2026-03-01T03:52:37Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07271250,7080.64646600,1536.28054308,5821.51777596,-4285.23723288,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035237.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035237.md
2026-03-01T03:53:08Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,200,0.35500000,1.07271250,7080.64646600,1536.28054308,5821.51777596,-4285.23723288,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035308.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035308.md
2026-03-01T03:53:57Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.98809229,7296.24829798,-273.52004998,5821.51777596,-6095.03782594,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035357.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035357.md
2026-03-01T03:54:28Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.98930187,7296.24829798,-245.73590957,5821.51777596,-6067.25368552,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035428.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035428.md
2026-03-01T03:54:57Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.98809229,7296.24829798,-273.52004998,5821.51777596,-6095.03782594,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035457.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035457.md
2026-03-01T03:55:28Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.98930187,7296.24829798,-245.73590957,5821.51777596,-6067.25368552,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035528.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035528.md
2026-03-01T03:55:57Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.99071165,7275.11917852,-212.44679370,5821.51777596,-6033.96456966,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035557.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035557.md
2026-03-01T03:56:27Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.99192640,7275.11917852,-184.66265329,5821.51777596,-6006.18042924,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035627.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035627.md
2026-03-01T03:56:56Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.99071165,7275.11917852,-212.44679370,5821.51777596,-6033.96456966,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035656.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035656.md
2026-03-01T03:57:27Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.99192640,7275.11917852,-184.66265329,5821.51777596,-6006.18042924,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035727.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035727.md
2026-03-01T03:57:57Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.98263747,7568.11191938,-415.39772493,5821.51777596,-6236.91550089,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035757.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035757.md
2026-03-01T03:58:28Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.98379877,7568.11191938,-387.61358451,5821.51777596,-6209.13136047,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035828.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035828.md
2026-03-01T03:58:56Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.98263747,7568.11191938,-415.39772493,5821.51777596,-6236.91550089,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035856.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035856.md
2026-03-01T03:59:27Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.98379877,7568.11191938,-387.61358451,5821.51777596,-6209.13136047,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035927.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035927.md
2026-03-01T03:59:57Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.98450459,7552.26507978,-369.59278272,5821.51777596,-6191.11055868,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035957.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_035957.md
2026-03-01T04:00:27Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.98566946,7552.26507978,-341.80864230,5821.51777596,-6163.32641826,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_040027.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_040027.md
2026-03-01T04:00:57Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.98450459,7552.26507978,-369.59278272,5821.51777596,-6191.11055868,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_040057.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_040057.md
2026-03-01T04:01:26Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,202,0.35643564,0.98566946,7552.26507978,-341.80864230,5821.51777596,-6163.32641826,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_040126.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20240101_20260228_20260301_040126.md
