generated_at_utc,strategy_id,profile,symbol,interval,capital_usdt,start_time_utc,end_time_utc,trade_count,win_rate,profit_factor,max_drawdown,net_pnl,benchmark_net_pnl,excess_return,report_path_json,report_path_md
2026-02-28T12:26:31Z,btc_regime_router_v12_cost_robust,v12_b,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,80,0.35000000,1.43816508,1592.92899439,2892.51139370,-999.59088643,3892.10228013,strategies/spot_btc_conservative_v1/reports/replay_v12_b_10k_20220101_20231231_20260228_122631.json,strategies/spot_btc_conservative_v1/reports/replay_v12_b_10k_20220101_20231231_20260228_122631.md
2026-03-01T03:41:30Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09934914,3969.30954639,1027.73124988,-999.59088643,2027.32213632,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034130.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034130.md
2026-03-01T03:42:00Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09410135,4018.92704917,978.11374711,-999.59088643,1977.70463354,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034200.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034200.md
2026-03-01T03:42:30Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09741221,3969.30954639,1009.47300810,-999.59088643,2009.06389453,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034230.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034230.md
2026-03-01T03:43:01Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09218285,4018.92704917,959.85550532,-999.59088643,1959.44639175,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034301.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034301.md
2026-03-01T03:43:31Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09934914,3969.30954639,1027.73124988,-999.59088643,2027.32213632,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034331.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034331.md
2026-03-01T03:44:01Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09410135,4018.92704917,978.11374711,-999.59088643,1977.70463354,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034401.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034401.md
2026-03-01T03:44:32Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09741221,3969.30954639,1009.47300810,-999.59088643,2009.06389453,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034432.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034432.md
2026-03-01T03:45:02Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09218285,4018.92704917,959.85550532,-999.59088643,1959.44639175,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034502.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034502.md
2026-03-01T03:45:32Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09508816,4105.90365837,1017.03827592,-999.59088643,2016.62916235,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034532.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034532.md
2026-03-01T03:46:02Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.08970690,4158.72209085,964.21984344,-999.59088643,1963.81072988,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034602.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034602.md
2026-03-01T03:46:32Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09322197,4105.90365837,998.78003413,-999.59088643,1998.37092056,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034632.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034632.md
2026-03-01T03:47:02Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.08785899,4158.72209085,945.96160166,-999.59088643,1945.55248809,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034702.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034702.md
2026-03-01T03:47:32Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09508816,4105.90365837,1017.03827592,-999.59088643,2016.62916235,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034732.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034732.md
2026-03-01T03:48:02Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.08970690,4158.72209085,964.21984344,-999.59088643,1963.81072988,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034802.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034802.md
2026-03-01T03:48:32Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09322197,4105.90365837,998.78003413,-999.59088643,1998.37092056,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034832.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034832.md
2026-03-01T03:49:03Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.08785899,4158.72209085,945.96160166,-999.59088643,1945.55248809,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034903.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034903.md
2026-03-01T03:49:33Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09109803,4242.49777035,1006.34530195,-999.59088643,2005.93618838,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034933.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_034933.md
2026-03-01T03:50:03Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.08559291,4298.51713252,950.32593978,-999.59088643,1949.91682621,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035003.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035003.md
2026-03-01T03:50:32Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.08929764,4242.49777035,988.08706017,-999.59088643,1987.67794660,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035032.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035032.md
2026-03-01T03:51:02Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.08381062,4298.51713252,932.06769799,-999.59088643,1931.65858443,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035102.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035102.md
2026-03-01T03:51:31Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.09109803,4242.49777035,1006.34530195,-999.59088643,2005.93618838,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035131.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035131.md
2026-03-01T03:52:01Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.08559291,4298.51713252,950.32593978,-999.59088643,1949.91682621,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035201.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035201.md
2026-03-01T03:52:31Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.08929764,4242.49777035,988.08706017,-999.59088643,1987.67794660,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035231.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035231.md
2026-03-01T03:53:00Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,118,0.28813559,1.08381062,4298.51713252,932.06769799,-999.59088643,1931.65858443,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035300.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035300.md
2026-03-01T03:53:50Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42441861,2668.96752100,3860.47400942,-999.59088643,4860.06489585,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035350.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035350.md
2026-03-01T03:54:20Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42531638,2668.96752100,3891.79198590,-999.59088643,4891.38287233,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035420.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035420.md
2026-03-01T03:54:50Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42441861,2668.96752100,3860.47400942,-999.59088643,4860.06489585,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035450.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035450.md
2026-03-01T03:55:20Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42531638,2668.96752100,3891.79198590,-999.59088643,4891.38287233,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035520.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035520.md
2026-03-01T03:55:50Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42203684,2674.54192245,3834.14641137,-999.59088643,4833.73729780,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035550.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035550.md
2026-03-01T03:56:20Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42294989,2674.54192245,3865.46438785,-999.59088643,4865.05527428,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035620.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035620.md
2026-03-01T03:56:50Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42203684,2674.54192245,3834.14641137,-999.59088643,4833.73729780,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035650.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035650.md
2026-03-01T03:57:19Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42294989,2674.54192245,3865.46438785,-999.59088643,4865.05527428,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035719.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035719.md
2026-03-01T03:57:50Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42514886,2747.59707422,3972.45622118,-999.59088643,4972.04710761,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035750.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035750.md
2026-03-01T03:58:20Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42601874,2747.59707422,4003.77419766,-999.59088643,5003.36508409,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035820.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035820.md
2026-03-01T03:58:50Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42514886,2747.59707422,3972.45622118,-999.59088643,4972.04710761,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035850.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035850.md
2026-03-01T03:59:20Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42601874,2747.59707422,4003.77419766,-999.59088643,5003.36508409,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035920.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035920.md
2026-03-01T03:59:49Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42341112,2751.77787530,3952.71052264,-999.59088643,4952.30140907,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035949.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_035949.md
2026-03-01T04:00:20Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42429184,2751.77787530,3984.02849912,-999.59088643,4983.61938555,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040020.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040020.md
2026-03-01T04:00:49Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42341112,2751.77787530,3952.71052264,-999.59088643,4952.30140907,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040049.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040049.md
2026-03-01T04:01:19Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42429184,2751.77787530,3984.02849912,-999.59088643,4983.61938555,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040119.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040119.md
2026-03-01T04:01:49Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42898533,2737.68702720,4027.09661785,-999.59088643,5026.68750428,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040149.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040149.md
2026-03-01T04:02:20Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42982905,2737.68702720,4058.41459433,-999.59088643,5058.00548076,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040220.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040220.md
2026-03-01T04:02:51Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42898533,2737.68702720,4027.09661785,-999.59088643,5026.68750428,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040251.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040251.md
2026-03-01T04:03:21Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42982905,2737.68702720,4058.41459433,-999.59088643,5058.00548076,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040321.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040321.md
2026-03-01T04:03:51Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42802669,2740.00969447,4016.12678533,-999.59088643,5015.71767176,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040351.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040351.md
2026-03-01T04:04:20Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42887635,2740.00969447,4047.44476181,-999.59088643,5047.03564824,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040420.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040420.md
2026-03-01T04:04:51Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42802669,2740.00969447,4016.12678533,-999.59088643,5015.71767176,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040451.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040451.md
2026-03-01T04:05:21Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42887635,2740.00969447,4047.44476181,-999.59088643,5047.03564824,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040521.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_040521.md
2026-03-01T04:18:29Z,btc_regime_router_v8_weekly,v8,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,27,0.48148148,1.50262329,450.29762998,398.24931041,-999.59088643,1397.84019684,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20220101_20231231_20260301_041829.json,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20220101_20231231_20260301_041829.md
2026-03-01T04:20:54Z,btc_regime_router_v9_range_active,v9,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,27,0.48148148,1.50262329,450.29762998,398.24931041,-999.59088643,1397.84019684,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20220101_20231231_20260301_042054.json,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20220101_20231231_20260301_042054.md
2026-03-01T04:22:37Z,btc_regime_router_v10_startpoint_only,v10,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,5,0.40000000,9.44406468,4762.07407407,14061.16478426,-999.59088643,15060.75567069,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20220101_20231231_20260301_042237.json,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20220101_20231231_20260301_042237.md
2026-03-01T04:22:42Z,btc_regime_router_v11_sprint,v11,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,182,0.35164835,1.61577799,3761.05635016,13132.14889722,-999.59088643,14131.73978366,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20220101_20231231_20260301_042242.json,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20220101_20231231_20260301_042242.md
2026-03-01T04:22:46Z,btc_regime_router_v12_cost_robust,v12,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,104,0.28846154,1.19467442,3652.63720513,1771.04423794,-999.59088643,2770.63512437,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20220101_20231231_20260301_042246.json,strategies/spot_btc_conservative_v1/reports/replay_v12_10k_20220101_20231231_20260301_042246.md
2026-03-01T04:22:51Z,btc_regime_router_v13_bull_core,v13,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,125,0.34400000,1.42601874,2747.59707422,4003.77419766,-999.59088643,5003.36508409,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_042251.json,strategies/spot_btc_conservative_v1/reports/replay_v13_10k_20220101_20231231_20260301_042251.md
2026-03-01T04:28:25Z,btc_regime_router_v13_bull_core,v13_b,BTCUSDT,4h,10000.0000,2022-01-01T00:00:00Z,2023-12-31T23:59:59Z,75,0.32000000,1.12655726,1919.68365991,923.49951879,-999.59088643,1923.09040522,strategies/spot_btc_conservative_v1/reports/replay_v13_b_10k_20220101_20231231_20260301_042825.json,strategies/spot_btc_conservative_v1/reports/replay_v13_b_10k_20220101_20231231_20260301_042825.md
2026-02-28T08:24:00Z,btc_regime_router_v8_weekly,v8,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,56,0.51785714,2.18878193,516.12132720,1950.10561839,5078.02059461,-3127.91497622,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20240101_20260228_20260228_082400.json,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20240101_20260228_20260228_082400.md
2026-02-28T08:26:28Z,btc_regime_router_v9_range_active,v9,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,56,0.51785714,2.18878193,516.12132720,1950.10561839,5078.02059461,-3127.91497622,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20240101_20260228_20260228_082628.json,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20240101_20260228_20260228_082628.md
2026-02-28T08:28:14Z,btc_regime_router_v10_startpoint_only,v10,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,2,1.00000000,0.00000000,7845.65030356,11246.03625952,5078.02059461,6168.01566491,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20240101_20260228_20260228_082814.json,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20240101_20260228_20260228_082814.md
2026-02-28T08:28:22Z,btc_regime_router_v11_sprint,v11,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,308,0.40909091,1.32003774,4470.34636353,10802.81113145,5078.02059461,5724.79053684,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20240101_20260228_20260228_082822.json,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20240101_20260228_20260228_082822.md
2026-02-28T09:10:13Z,btc_regime_router_v8_weekly,v8,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,56,0.51785714,2.18878193,516.12132720,1950.10561839,5078.02059461,-3127.91497622,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20240101_20260228_20260228_091013.json,strategies/spot_btc_conservative_v1/reports/replay_v8_10k_20240101_20260228_20260228_091013.md
2026-02-28T09:12:39Z,btc_regime_router_v9_range_active,v9,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,56,0.51785714,2.18878193,516.12132720,1950.10561839,5078.02059461,-3127.91497622,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20240101_20260228_20260228_091239.json,strategies/spot_btc_conservative_v1/reports/replay_v9_10k_20240101_20260228_20260228_091239.md
2026-02-28T09:14:21Z,btc_regime_router_v10_startpoint_only,v10,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,2,1.00000000,0.00000000,7845.65030356,11246.03625952,5078.02059461,6168.01566491,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20240101_20260228_20260228_091421.json,strategies/spot_btc_conservative_v1/reports/replay_v10_10k_20240101_20260228_20260228_091421.md
2026-02-28T09:14:28Z,btc_regime_router_v11_sprint,v11,BTCUSDT,4h,10000.0000,2024-01-01T00:00:00Z,2026-02-28T23:59:59Z,308,0.36688312,1.13582574,6506.72561276,5058.27214068,5078.02059461,-19.74845393,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20240101_20260228_20260228_091428.json,strategies/spot_btc_conservative_v1/reports/replay_v11_10k_20240101_20260228_20260228_091428.md
